Machine_ID,Temperature,Run_Time,Downtime_Flag
M5,85.35,309.44,0
M4,86.77,151.36,0
M1,118.18,243.8,0
M5,113.8,125.38,0
M2,61.32,491.87,0
M5,75.82,147.41,0
M4,79.68,203.41,0
M2,75.24,456.52,0
M4,105.89,293.08,0
M2,86.68,154.25,1
M3,90.05,253.69,0
M1,109.71,146.35,0
M1,106.41,180.09,0
M4,59.25,120.81,0
M1,99.97,275.29,0
M4,80.48,422.65,0
M4,70.63,334.39,1
M4,53.5,342.54,0
M1,84.11,180.23,0
M4,74.88,237.56,0
M1,67.61,438.1,0
M4,98.63,135.14,0
M5,103.86,443.17,1
M4,67.14,293.48,1
M2,53.46,434.86,0
M4,109.41,227.2,0
M3,50.7,235.54,0
M4,115.6,400.64,0
M2,93.93,414.0,0
M2,72.53,191.86,0
M1,67.25,489.15,0
M5,50.63,133.8,0
M4,66.48,127.4,0
M1,59.64,338.2,0
M5,92.85,389.1,0
M4,61.66,484.35,0
M3,87.0,261.98,0
M4,91.31,110.12,0
M2,70.86,341.16,0
M2,52.45,215.88,0
M3,52.61,273.18,1
M1,51.84,295.39,0
M5,101.74,125.81,0
M4,72.26,294.39,1
M2,105.74,270.53,0
M1,80.22,385.02,0
M3,81.71,358.27,0
M2,85.9,174.09,0
M3,99.91,182.46,0
M4,69.15,200.4,0
M5,58.51,171.58,0
M2,88.92,362.89,0
M2,72.89,497.77,0
M4,80.97,360.84,0
M1,95.29,342.67,0
M5,84.59,263.97,0
M2,93.42,225.03,0
M5,88.09,464.43,1
M2,101.79,487.6,0
M5,99.42,298.71,0
M3,87.39,216.08,0
M2,97.52,408.05,0
M5,111.15,152.98,0
M1,80.26,406.24,0
M3,78.89,427.58,0
M3,103.5,149.96,0
M1,90.78,490.74,0
M5,54.97,494.2,0
M4,112.45,474.69,0
M1,52.15,298.41,0
M5,102.39,198.43,0
M1,103.12,332.8,0
M1,116.72,267.97,0
M2,53.79,182.38,0
M5,91.78,269.47,1
M4,79.95,365.56,0
M2,73.14,128.37,0
M1,56.32,233.37,0
M1,89.39,107.12,0
M1,83.53,399.8,0
M5,57.32,356.28,1
M5,92.87,125.07,0
M2,101.66,485.9,1
M4,103.71,109.05,0
M2,113.38,335.98,1
M3,78.66,410.55,0
M1,116.72,415.16,0
M1,110.58,113.71,1
M1,70.76,462.57,0
M2,61.15,467.38,1
M2,80.48,324.56,0
M1,78.13,292.83,1
M2,90.3,117.95,0
M5,90.84,324.78,0
M5,102.5,263.75,0
M2,85.69,409.12,0
M1,57.34,261.55,0
M2,110.08,373.43,0
M2,71.68,140.56,0
M2,117.99,153.18,0
M3,58.25,155.88,0
M5,117.08,118.21,0
M4,56.37,316.53,0
M4,66.17,417.59,1
M3,53.26,344.16,0
M2,99.36,329.98,0
M3,109.52,372.25,1
M3,80.38,235.86,0
M1,115.0,244.78,0
M5,91.32,225.71,0
M4,94.1,384.84,0
M2,109.18,164.66,0
M4,70.78,105.21,0
M4,74.8,338.48,0
M5,113.42,476.95,0
M4,113.07,343.76,0
M4,118.35,413.17,0
M3,113.13,369.12,0
M5,58.92,298.97,1
M1,107.66,387.36,0
M2,78.69,429.64,0
M4,119.36,189.89,1
M2,83.06,234.45,0
M1,88.77,189.49,1
M2,87.08,280.87,1
M1,72.52,454.03,0
M3,55.25,238.08,0
M4,112.7,249.79,0
M1,106.19,444.15,1
M2,59.77,306.15,0
M4,104.37,314.18,0
M3,93.81,444.32,0
M4,78.64,296.21,0
M1,67.78,372.62,1
M3,110.18,134.26,1
M2,99.01,171.45,0
M3,88.34,261.75,0
M3,92.67,297.94,1
M5,56.37,486.29,0
M3,83.17,488.26,0
M3,63.56,440.48,0
M4,64.59,226.24,1
M2,96.29,485.61,0
M4,113.79,375.74,0
M4,78.26,257.18,0
M1,64.54,380.67,0
M4,95.41,106.61,1
M5,110.98,158.46,0
M5,102.38,431.87,0
M1,110.81,358.23,0
M2,87.56,245.68,1
M2,102.63,300.27,0
M4,59.8,462.06,0
M4,74.38,352.63,1
M4,77.27,259.26,1
M2,85.79,148.13,0
M3,115.04,217.5,0
M5,111.2,491.34,0
M3,59.42,274.95,0
M3,62.1,288.74,0
M2,75.03,299.44,0
M3,70.35,453.64,0
M1,93.03,341.57,1
M4,113.19,377.47,0
M1,117.36,255.77,0
M5,95.75,111.64,0
M4,108.67,472.39,0
M3,86.76,479.65,0
M5,64.58,479.66,1
M4,86.73,477.47,0
M3,88.86,426.1,0
M1,101.97,373.84,0
M4,65.39,437.8,0
M3,75.78,340.22,0
M1,75.48,153.75,0
M5,117.16,256.49,1
M5,81.08,488.52,1
M5,102.86,240.46,0
M5,102.56,447.13,0
M2,68.59,137.28,0
M4,90.03,233.67,1
M4,112.6,240.38,0
M2,83.26,120.64,0
M3,116.16,147.64,0
M3,65.01,177.27,0
M5,55.19,435.13,0
M1,112.4,125.36,0
M3,109.34,219.48,0
M1,119.48,104.07,0
M4,97.56,378.25,0
M1,115.57,348.12,0
M4,107.89,357.99,0
M2,109.11,249.75,0
M2,89.84,183.31,0
M5,76.77,388.13,0
M3,115.42,424.45,0
M5,80.25,155.44,0
M4,87.72,294.73,0
M5,81.23,199.49,0
M1,89.54,167.24,0
M4,82.94,393.73,1
M2,53.36,315.24,0
M3,111.74,186.47,1
M4,81.11,224.0,1
M4,91.23,486.66,0
M1,59.74,439.47,1
M3,50.24,451.98,0
M2,67.17,284.0,0
M4,99.32,349.52,0
M4,56.94,250.71,0
M1,113.62,131.08,0
M5,65.05,260.43,0
M2,64.32,337.59,0
M3,62.71,214.86,0
M4,50.98,439.18,0
M4,104.03,160.44,0
M2,111.25,246.85,1
M5,92.99,149.96,0
M4,63.17,261.93,0
M2,69.97,115.86,0
M1,83.31,209.02,0
M5,116.8,260.29,0
M3,67.31,291.27,1
M4,101.22,317.48,0
M2,80.76,210.0,0
M1,70.85,309.22,1
M3,81.91,303.6,1
M2,54.98,226.47,0
M2,105.91,432.08,0
M3,67.03,318.26,0
M1,100.78,232.91,0
M1,54.78,478.94,0
M5,116.86,438.04,0
M4,63.51,493.04,0
M3,111.79,376.89,0
M3,106.66,251.29,0
M3,117.75,212.34,1
M1,83.45,365.33,0
M4,100.92,492.33,0
M5,75.95,350.69,0
M2,62.91,452.65,1
M2,81.02,231.64,1
M3,61.6,262.78,0
M4,118.74,462.51,0
M1,56.74,402.75,1
M4,91.24,492.56,1
M4,93.85,409.91,0
M1,87.67,279.41,0
M3,96.35,312.43,0
M4,58.13,460.21,0
M2,88.85,320.66,1
M1,70.1,202.16,0
M5,115.81,274.25,0
M3,103.35,306.53,0
M1,118.08,138.69,0
M5,52.63,397.51,0
M5,69.96,143.74,0
M4,63.68,261.97,0
M4,50.78,421.85,1
M4,66.96,287.03,0
M1,97.51,436.81,0
M1,66.18,236.75,0
M3,85.63,483.05,0
M4,112.15,183.79,0
M5,98.56,115.31,1
M2,77.62,448.97,0
M3,76.07,400.88,0
M1,81.9,192.79,0
M3,62.39,493.9,0
M3,94.38,300.91,0
M3,75.49,480.43,0
M3,109.67,302.01,0
M2,102.96,288.75,0
M4,92.74,279.66,0
M5,75.49,233.95,0
M3,64.7,313.48,0
M3,104.33,281.02,0
M3,84.05,114.7,0
M4,65.73,204.17,0
M1,63.66,185.25,0
M1,61.58,446.97,0
M2,104.4,339.55,1
M1,66.03,405.47,0
M3,86.86,482.73,0
M3,81.61,357.62,0
M3,90.57,493.04,1
M2,111.4,224.71,0
M3,110.74,174.51,0
M1,81.58,261.32,1
M4,51.08,288.32,0
M4,79.85,458.14,0
M5,92.43,323.98,0
M1,89.04,216.87,0
M3,95.59,397.05,0
M4,60.79,302.33,0
M1,95.26,164.85,1
M4,62.79,330.73,0
M3,102.54,464.56,1
M4,73.74,437.05,0
M5,99.69,334.72,0
M5,53.35,250.83,1
M4,78.55,134.79,0
M1,99.35,287.86,0
M1,65.88,400.83,0
M1,105.67,244.11,0
M4,94.15,194.18,1
M1,91.13,472.55,0
M3,74.75,428.62,0
M5,83.77,355.31,0
M3,91.81,154.71,0
M1,83.07,157.96,0
M3,98.88,141.29,0
M1,80.36,346.52,0
M4,64.16,146.23,0
M3,64.98,437.05,0
M4,50.41,497.19,0
M4,71.07,246.54,0
M2,102.42,281.47,0
M1,105.59,384.67,1
M5,64.17,474.86,0
M1,117.13,457.64,0
M5,85.17,123.04,0
M1,114.19,167.63,0
M4,99.47,401.84,0
M3,100.57,375.56,0
M3,55.95,153.29,0
M2,65.4,300.83,0
M5,50.62,412.33,1
M5,100.13,187.51,0
M5,74.11,448.52,1
M4,105.07,121.19,0
M5,73.73,412.88,1
M3,107.35,346.33,0
M4,59.15,226.08,0
M1,62.14,388.37,0
M5,73.86,412.95,1
M5,78.59,473.56,0
M1,74.41,247.11,0
M5,103.46,374.41,0
M1,56.79,341.05,0
M4,74.59,310.08,0
M3,108.61,456.17,0
M1,54.68,101.27,0
M2,115.96,212.84,0
M1,119.04,315.31,1
M5,56.2,171.32,0
M4,70.39,463.15,0
M4,76.07,359.04,0
M1,104.35,291.15,0
M3,91.71,425.88,0
M2,95.11,280.35,0
M4,103.03,323.46,1
M5,58.26,101.1,0
M5,108.32,246.28,0
M3,99.39,155.52,1
M4,90.41,375.88,0
M1,112.28,291.61,0
M5,99.02,220.7,0
M3,64.12,287.13,0
M4,80.08,183.85,0
M4,84.58,470.03,0
M4,53.87,121.59,0
M4,116.82,446.17,0
M4,59.0,304.54,0
M5,98.82,347.58,0
M3,85.44,221.04,0
M4,51.79,486.68,0
M2,114.73,212.74,1
M2,109.63,335.55,0
M3,86.7,497.37,0
M1,66.03,452.44,1
M1,58.51,314.53,0
M1,75.44,496.15,1
M2,67.88,380.55,0
M1,85.47,183.48,1
M5,117.65,262.24,0
M4,90.25,233.8,1
M2,112.3,237.61,1
M3,95.56,404.18,0
M3,83.27,333.71,0
M4,109.82,115.24,0
M2,83.0,450.98,0
M1,110.8,218.72,0
M1,70.41,498.83,0
M5,59.02,481.68,1
M5,109.87,476.21,0
M1,91.12,424.45,0
M3,112.24,188.25,0
M3,115.65,313.05,0
M5,53.75,189.72,0
M4,85.07,203.87,0
M1,76.25,344.38,0
M5,93.81,116.33,1
M5,105.55,487.78,0
M1,69.64,467.47,0
M1,88.98,252.31,0
M3,99.61,306.17,0
M4,59.41,286.45,0
M4,106.98,452.88,0
M1,92.43,375.44,0
M2,116.47,211.24,0
M5,73.77,278.74,0
M5,57.57,271.59,0
M1,85.46,483.73,0
M2,56.01,170.12,0
M3,117.87,135.83,0
M1,52.71,452.25,0
M1,102.75,458.67,0
M5,86.76,448.7,0
M1,75.8,304.39,0
M1,54.61,363.9,0
M1,93.55,325.35,0
M5,90.97,127.78,0
M3,69.66,338.33,0
M3,113.72,105.45,0
M1,71.29,229.99,0
M5,81.48,472.92,0
M3,88.06,221.62,0
M3,57.02,475.93,1
M3,115.25,200.05,0
M5,76.22,225.82,0
M5,55.65,351.36,1
M1,77.11,404.65,0
M4,92.01,300.56,0
M3,85.96,452.85,0
M4,98.62,116.1,0
M5,53.88,468.88,1
M5,69.92,178.52,1
M5,107.35,453.7,0
M4,55.59,260.35,0
M5,109.88,433.1,0
M1,56.43,368.67,0
M5,108.41,170.38,0
M2,75.26,467.22,0
M4,92.85,198.21,0
M2,60.7,197.66,1
M5,54.63,425.67,0
M1,65.12,142.35,0
M3,58.95,188.81,0
M5,71.87,301.47,1
M1,86.01,432.19,1
M4,91.21,158.99,0
M2,105.29,319.07,0
M2,95.94,384.5,1
M2,92.61,444.24,1
M4,78.82,474.23,0
M1,83.17,413.86,0
M4,79.02,361.13,0
M2,108.95,273.45,0
M5,66.1,144.84,1
M3,50.4,383.89,0
M4,95.59,497.09,0
M4,64.17,394.7,0
M1,112.31,106.68,0
M1,110.13,298.5,0
M4,55.37,345.86,0
M2,57.45,375.87,0
M3,84.66,387.89,0
M1,92.65,323.24,0
M2,69.24,189.34,1
M5,100.18,476.88,0
M1,91.64,378.67,0
M2,72.74,194.74,0
M2,51.78,228.93,0
M3,102.51,468.77,0
M3,65.03,454.99,0
M5,108.41,262.06,1
M2,79.42,115.32,0
M2,90.4,119.4,0
M3,111.11,213.57,0
M1,110.45,351.65,0
M1,76.01,333.68,0
M4,64.62,353.53,1
M3,104.26,386.91,0
M4,80.32,107.61,0
M3,63.44,142.03,0
M5,113.31,243.79,0
M2,63.87,161.94,1
M5,51.81,130.13,0
M3,51.42,356.39,0
M2,93.56,426.13,1
M1,96.32,401.05,0
M1,71.77,426.82,0
M4,72.4,366.34,1
M3,73.76,394.14,0
M3,97.61,208.71,0
M1,54.07,497.2,0
M5,115.04,173.27,0
M2,65.58,185.8,0
M5,119.98,215.57,0
M5,62.01,490.13,0
M1,104.01,495.32,0
M1,65.64,417.96,0
M1,55.66,351.62,0
M4,111.25,308.03,0
M5,110.11,488.25,0
M3,78.25,378.25,0
M2,99.17,477.89,0
M4,88.99,226.62,0
M3,109.71,233.51,1
M5,72.05,441.89,1
M1,86.66,159.94,0
M5,83.98,478.37,0
M2,74.77,302.99,0
M4,112.4,470.57,0
M4,61.61,234.72,1
M2,60.47,386.38,0
M3,90.38,293.15,0
M3,96.02,350.72,0
M4,63.62,301.75,0
M4,77.35,486.85,0
M1,116.26,376.84,0
M3,67.26,200.53,0
M2,96.79,463.87,0
M3,101.81,217.61,0
M1,81.37,248.64,0
M4,115.63,140.85,0
M4,101.57,459.99,0
M1,82.05,214.44,0
M2,89.85,203.57,0
M4,98.48,468.11,0
M5,91.45,422.21,1
M4,111.51,156.43,0
M5,74.98,407.73,0
M1,70.99,465.21,0
M1,64.97,131.4,0
M4,52.64,430.09,0
M3,53.01,318.97,0
M5,110.9,367.68,0
M2,97.49,297.14,1
M4,96.24,379.12,0
M2,93.02,113.64,1
M4,109.45,405.08,1
M3,83.62,113.34,1
M3,110.93,282.12,1
M3,75.16,160.39,0
M3,114.87,429.43,0
M1,98.91,225.46,0
M1,68.0,281.64,0
M5,89.49,271.5,1
M2,87.31,409.0,0
M4,59.65,292.46,0
M4,91.39,415.58,0
M1,72.03,129.4,0
M4,53.66,176.64,1
M1,116.41,320.61,0
M5,94.9,478.84,0
M2,111.38,129.9,0
M5,97.32,117.23,1
M3,74.99,162.62,0
M3,85.89,356.46,1
M3,97.3,259.6,0
M5,117.22,430.22,0
M4,67.76,128.77,0
M2,111.25,178.57,0
M3,114.69,220.01,0
M3,96.93,350.69,0
M3,115.19,374.07,0
M2,77.85,149.68,0
M3,116.71,477.52,1
M2,99.19,236.42,0
M3,52.94,385.27,0
M5,113.48,309.68,0
M5,83.91,189.1,1
M2,82.22,438.49,1
M5,89.65,427.3,1
M2,60.46,258.43,0
M5,82.84,335.44,1
M5,108.18,203.13,0
M2,51.08,375.94,1
M4,69.1,223.61,0
M5,50.17,437.63,1
M3,79.1,186.95,0
M4,100.98,105.92,0
M2,105.91,207.4,0
M4,116.16,176.42,0
M1,92.6,303.31,0
M1,67.82,181.48,0
M5,114.69,405.28,0
M5,104.27,196.55,0
M3,90.21,382.79,0
M4,98.69,331.39,0
M1,114.7,494.5,1
M5,99.87,499.96,0
M4,75.79,447.81,0
M5,99.91,403.99,0
M5,52.82,254.58,0
M1,77.05,401.31,0
M1,78.44,482.67,0
M5,61.68,109.35,0
M2,51.62,315.17,0
M5,59.34,187.2,0
M5,95.82,323.15,1
M3,106.16,286.58,0
M3,119.17,330.31,0
M3,74.25,320.38,1
M2,91.96,484.04,0
M2,115.6,320.87,0
M5,61.69,438.49,0
M3,100.24,227.93,0
M2,102.85,275.24,0
M1,56.23,288.17,1
M5,110.29,211.49,0
M4,106.92,251.92,0
M5,52.34,339.41,1
M4,56.38,332.08,1
M3,53.44,354.57,0
M4,73.43,240.73,1
M3,85.65,226.33,0
M1,87.26,344.65,0
M4,68.74,153.14,0
M5,113.81,201.21,0
M3,75.78,116.85,0
M5,53.19,129.04,0
M2,71.02,197.35,0
M3,87.18,107.81,0
M4,78.58,198.16,0
M3,69.17,361.99,1
M5,59.19,124.44,0
M1,107.34,274.69,0
M3,119.73,465.24,1
M4,73.07,416.51,0
M2,76.71,222.18,0
M1,93.26,469.92,0
M2,100.29,231.86,0
M3,77.44,129.01,0
M5,113.35,497.62,1
M5,89.2,448.01,0
M4,81.53,286.37,0
M5,95.27,366.55,0
M1,116.7,368.49,0
M5,105.62,177.79,0
M4,52.8,180.02,0
M3,73.26,287.83,0
M3,82.94,464.63,1
M5,72.02,104.0,0
M2,99.01,413.0,1
M3,107.84,123.01,0
M5,101.19,291.29,0
M4,119.25,355.15,0
M5,69.08,374.7,0
M3,111.25,123.39,1
M4,103.66,267.44,0
M5,75.35,333.53,1
M1,101.39,126.42,0
M4,57.29,154.04,1
M1,105.25,365.46,1
M2,87.26,308.66,0
M4,70.46,164.73,0
M1,95.9,314.1,1
M3,94.91,465.08,0
M3,64.66,106.24,1
M2,52.13,357.05,0
M4,80.35,129.46,0
M4,89.87,102.58,0
M4,111.36,160.26,0
M2,114.98,269.16,0
M4,87.02,420.94,1
M3,102.77,212.71,0
M1,80.75,350.27,0
M3,102.23,264.46,1
M3,64.34,193.73,0
M1,75.97,305.7,1
M3,94.4,418.99,0
M2,51.27,433.0,0
M1,100.57,438.61,0
M3,108.49,235.42,0
M5,77.94,417.38,0
M3,81.36,184.87,0
M2,109.59,395.37,1
M4,104.3,479.35,0
M3,70.17,105.5,1
M4,72.68,276.15,0
M5,97.52,359.11,1
M3,89.42,380.71,0
M1,61.36,170.44,0
M4,71.7,488.87,0
M5,113.0,346.11,1
M1,98.17,165.74,0
M1,119.02,108.21,0
M1,103.69,413.31,0
M1,115.94,131.88,0
M3,65.13,156.42,1
M3,104.0,329.93,0
M3,51.42,341.4,0
M5,96.95,374.75,0
M5,82.85,257.41,1
M5,74.27,409.56,1
M2,110.37,489.74,0
M5,109.8,208.44,0
M3,51.56,381.21,0
M3,92.67,471.39,0
M2,75.75,374.51,0
M2,79.1,372.44,0
M5,108.24,189.51,0
M4,71.69,314.05,0
M2,116.01,325.01,0
M1,62.57,380.05,0
M3,96.39,498.73,0
M1,97.05,113.46,0
M3,67.65,126.09,0
M3,72.73,131.18,0
M2,108.44,397.19,1
M2,103.33,154.54,0
M1,73.04,348.98,1
M3,87.38,229.87,0
M1,54.32,282.93,0
M4,64.61,186.27,0
M1,84.01,446.44,0
M5,56.02,334.46,0
M1,109.03,477.83,0
M5,100.26,329.84,1
M5,116.05,149.56,0
M5,98.54,168.35,0
M4,115.83,495.63,0
M1,88.82,390.23,0
M1,92.02,119.71,0
M4,118.39,381.51,0
M3,94.95,264.87,0
M2,52.16,222.88,0
M1,100.67,161.62,0
M2,113.38,435.96,0
M4,105.69,125.54,0
M3,90.87,215.93,0
M3,96.99,222.55,0
M3,119.31,164.36,0
M4,56.35,303.27,1
M5,96.71,104.68,1
M5,69.84,220.39,0
M2,94.81,473.45,0
M5,92.53,224.21,0
M5,60.74,244.18,0
M3,64.47,289.27,0
M3,93.51,324.68,1
M2,58.98,423.48,0
M1,68.56,176.13,0
M2,108.47,448.7,0
M2,72.9,403.02,1
M4,84.16,389.06,0
M4,115.88,134.72,1
M2,65.9,108.66,0
M2,77.27,337.61,0
M2,92.45,445.25,1
M5,102.87,333.78,1
M4,113.12,185.29,0
M2,114.08,136.21,1
M3,104.36,379.84,0
M3,65.98,388.71,0
M5,51.74,169.01,0
M5,76.86,111.28,0
M1,59.91,263.31,0
M1,99.73,333.09,0
M1,96.28,382.4,0
M5,53.08,423.98,0
M5,108.56,344.21,0
M5,67.41,144.35,0
M3,80.26,373.03,0
M5,96.76,493.67,0
M3,80.06,462.23,0
M1,80.89,448.67,0
M1,54.59,220.87,0
M1,78.1,400.32,0
M2,103.54,440.44,1
M2,114.06,371.33,0
M4,78.94,200.22,0
M4,79.65,481.53,0
M4,99.18,280.33,0
M2,115.99,151.92,0
M2,68.69,143.91,1
M4,80.81,359.01,0
M4,105.72,275.08,0
M5,92.68,137.79,0
M4,57.74,396.15,0
M5,93.94,419.73,1
M3,63.07,390.17,0
M2,85.72,180.9,0
M4,87.04,375.91,0
M2,111.33,104.29,0
M2,82.37,222.04,0
M2,69.56,259.53,0
M3,66.17,434.1,0
M1,111.2,256.16,0
M4,61.97,104.51,0
M1,79.81,240.94,1
M1,63.1,299.57,0
M1,104.13,479.6,0
M2,83.21,476.41,0
M5,74.58,172.35,0
M2,75.28,174.06,0
M2,109.65,165.35,0
M1,88.76,415.57,0
M2,100.25,102.41,0
M1,112.79,150.87,0
M5,113.12,315.18,0
M4,73.0,199.02,0
M1,116.67,136.94,0
M5,51.74,243.95,1
M4,76.38,209.68,0
M3,112.71,304.44,0
M1,69.22,491.69,0
M1,69.12,149.72,0
M3,71.18,249.09,0
M3,92.86,472.79,0
M1,80.68,450.75,0
M3,100.87,257.71,0
M2,112.64,379.58,1
M4,97.19,135.14,0
M4,64.31,385.02,0
M4,115.29,489.14,0
M2,68.51,315.0,0
M3,60.49,299.4,0
M5,56.3,174.93,0
M3,89.44,353.52,0
M1,57.96,336.17,0
M4,59.71,360.77,1
M3,71.0,110.43,1
M5,69.72,319.49,0
M1,92.3,337.97,1
M2,107.17,183.01,1
M2,103.29,183.33,1
M5,68.37,210.49,0
M1,67.17,384.69,0
M4,117.61,342.51,0
M3,50.58,438.31,0
M1,111.58,218.26,0
M2,63.98,464.83,0
M5,116.31,397.48,0
M5,73.96,258.0,1
M3,80.82,138.1,0
M5,99.5,202.79,0
M5,91.14,482.71,0
M1,72.26,224.15,1
M4,88.77,231.96,1
M3,101.15,175.84,0
M1,52.96,422.74,0
M4,50.78,210.26,0
M1,82.06,232.1,0
M1,59.23,265.74,0
M5,96.5,273.49,0
M4,64.98,264.54,0
M3,80.3,301.5,0
M3,63.84,425.81,1
M4,88.39,427.71,0
M5,58.12,419.33,0
M2,51.62,140.45,0
M1,53.58,419.87,0
M5,116.8,148.1,0
M4,59.96,149.89,0
M1,99.59,479.15,0
M3,54.75,427.76,0
M2,57.57,320.96,1
M3,85.62,449.99,1
M4,82.54,495.75,0
M1,116.61,344.26,0
M4,116.14,345.16,1
M1,104.57,401.77,0
M5,92.15,192.86,0
M2,81.85,166.85,0
M5,74.93,403.83,0
M5,116.3,237.96,0
M4,92.2,154.03,0
M2,90.54,225.95,0
M1,66.23,243.45,0
M1,53.27,486.09,0
M3,116.16,379.18,1
M1,71.96,312.34,0
M4,80.98,487.55,0
M5,58.02,461.26,0
M5,108.58,304.8,0
M5,51.93,462.27,0
M2,108.38,261.72,0
M1,59.82,192.17,1
M4,112.06,193.07,0
M2,101.08,364.93,0
M3,61.53,300.43,0
M4,89.61,363.58,0
M4,71.89,374.43,0
M4,62.48,108.93,0
M5,110.14,121.62,1
M4,78.25,313.07,0
M1,77.9,176.41,1
M4,61.89,353.01,0
M5,76.81,320.87,0
M4,111.01,334.3,0
M3,75.42,220.98,0
M3,116.61,355.94,0
M5,116.24,431.8,0
M1,60.14,499.23,0
M1,62.41,435.38,0
M2,110.39,323.0,0
M5,77.49,177.37,0
M4,50.31,372.58,1
M5,69.17,475.06,0
M2,91.83,184.75,0
M5,105.95,202.4,0
M5,59.34,159.6,1
M2,57.74,394.69,0
M1,114.55,262.62,0
M4,102.58,125.08,0
M2,91.28,449.98,0
M3,103.84,323.07,1
M1,80.02,232.44,0
M3,103.09,237.59,0
M1,76.03,216.1,0
M4,67.09,282.19,0
M4,101.03,234.82,1
M5,79.38,319.18,1
M3,118.7,409.41,0
M1,74.46,369.78,0
M4,114.52,217.78,0
M2,115.31,311.5,0
M4,66.93,436.05,1
M2,105.88,127.28,0
M1,80.32,131.32,0
M4,114.23,322.47,0
M4,81.51,355.65,0
M1,102.1,184.57,1
M4,82.69,398.09,0
M2,65.95,358.51,0
M4,63.95,469.32,0
M3,79.78,167.58,1
M5,102.88,400.55,1
M2,92.36,133.46,0
M3,98.2,326.12,0
M1,69.76,320.76,0
M2,83.7,255.35,1
M5,53.11,437.83,1
M5,107.23,101.75,0
M1,119.29,308.07,0
M1,78.48,186.86,1
M2,50.77,397.4,0
M4,61.89,117.23,0
M1,95.68,432.62,0
M4,92.85,435.24,1
M3,105.15,433.15,0
M5,67.77,161.03,1
M4,103.45,352.16,0
M5,98.16,105.75,0
M4,72.6,439.19,0
M3,88.18,389.19,1
M1,60.31,312.46,0
M3,81.68,392.24,0
M1,111.68,137.73,1
M1,79.48,311.46,0
M5,108.77,216.51,1
M3,91.32,489.05,0
M4,63.43,442.85,0
M3,90.68,393.31,0
M5,85.42,473.5,1
M1,77.9,238.74,0
M5,58.37,460.35,1
M2,79.17,230.1,0
M2,55.09,393.12,0
M4,56.91,394.57,0
M5,79.11,107.34,1
M4,71.38,244.42,0
M4,114.79,107.77,0
M2,76.3,498.84,1
M4,103.05,148.88,0
M2,87.12,317.12,0
M1,99.29,416.22,0
M5,68.21,180.51,0
M4,115.93,294.02,0
M2,87.11,342.97,1
M3,108.19,164.08,0
M4,75.55,411.42,0
M1,57.01,219.73,1
M1,97.16,184.41,0
M3,50.54,323.32,1
M2,83.27,264.13,0
M4,63.5,468.11,0
M2,93.92,452.03,0
M1,118.56,293.34,0
M2,82.51,243.71,0
M1,107.22,230.21,0
M2,85.54,207.03,0
M3,84.71,317.82,0
M5,115.13,421.99,0
M3,112.3,224.3,0
M3,105.01,176.04,0
M5,70.74,290.19,0
M5,88.15,127.61,0
M4,65.67,380.51,0
M4,81.07,307.34,0
M3,83.89,298.55,0
M3,108.21,220.18,0
M1,112.72,461.87,0
M1,79.02,136.19,1
M4,51.24,447.93,0
M4,110.32,250.68,0
M1,62.2,452.25,0
M1,93.53,391.5,1
M2,51.75,141.67,0
M2,77.97,432.61,0
M1,119.02,372.87,0
M2,57.05,112.92,1
M5,79.66,153.48,0
M4,71.5,354.25,0
M4,113.36,365.04,0
M1,110.85,398.66,0
M3,66.64,388.1,0
M1,55.68,363.81,0
M2,93.9,406.5,1
M3,73.55,330.03,0
M2,97.05,204.32,1
M5,52.25,464.95,0
M2,59.34,107.29,1
M5,98.05,246.62,1
M5,64.87,391.55,0
M2,110.03,270.86,0
M2,54.1,109.93,0
M5,65.08,126.39,0
M3,119.9,359.45,0
M5,80.32,485.95,1
M4,99.21,320.75,0
M5,62.79,302.7,0
M3,92.69,227.33,0
M4,100.83,202.68,0
M1,72.01,108.39,0
M1,108.02,209.18,1
M3,92.24,279.64,0
M5,77.24,179.18,1
M2,89.03,134.94,0
M3,90.37,387.09,0
M4,61.59,457.85,0
M4,78.19,474.71,0
M1,74.04,347.2,0
M4,78.06,121.11,0
M3,103.28,396.35,1
M4,83.78,144.04,0
M3,115.82,367.9,0
M2,70.56,411.75,0
M1,79.1,390.35,0
M4,105.09,480.75,0
M3,88.22,395.26,0
M5,88.29,377.28,1
M1,53.73,204.7,0
M2,77.9,469.91,0
M3,68.95,171.82,0
M2,119.95,461.96,0
M2,71.58,225.07,0
M4,111.91,152.07,1
M4,97.34,430.67,0
M3,73.86,101.0,0
M5,88.05,432.84,1
M3,108.84,204.92,0
M5,111.84,453.89,0
M2,61.23,376.59,0
M1,73.77,366.47,1
M3,73.47,246.13,0
M3,52.94,123.76,0
M5,91.88,432.03,0
M2,109.84,168.36,0
M2,76.71,248.9,0
M5,101.8,340.14,0
M2,93.94,292.9,0
M4,76.3,179.46,1
M1,59.87,156.25,0
M3,99.65,149.3,0
M1,109.82,445.2,0
M3,98.01,112.62,0
M4,51.25,490.81,0
M2,65.14,179.41,0
M5,54.86,144.13,0
M4,89.93,330.79,0
M1,102.95,131.99,1
M5,57.74,340.98,1
M2,108.68,440.25,0
M4,88.89,119.16,0
M5,98.3,419.95,0
M4,118.0,257.79,0
M4,55.86,163.8,0
M2,113.09,170.44,0
M3,58.83,467.51,1
